text,label
government on indias plan for exiting the lockdown in five phases,0
cdc partners with bayer ag to disinfect the woods  coronavirus covid19 pandemic cdc bigpharma roundup,0
coronavirusupdates covid19 testing status update  stated that 047738491 samples tested up to september 04 2020 1059346 samples tested on september 04 2020 staysafe indiawillwin,1
people in italy have thrown all of their money on the roads outside saying that this money is useless to save them from death,0
146 new cases of covid19 57lagos 27kano 10kwara 9edo 8bauchi 7yobe 4kebbi 4oyo 3katsina 3niger 2plateau 2borno 2sokoto 2benue 1gombe 1enugu 1ebonyi 1ogun 1fct 1rivers 4787 cases of covid19 in nigeria discharged 959 deaths 158,1
indiafightscorona major highlights of this week more than 45 crore tests conducted so far in the last 24 hrs more than 11 lakh samples have been tested no of recovered patients crossed 29 lakhs unlock4 guidelines issued by  secretary,1
the recommended duration of quarantine for covid19 cases is up to 14 days from the time of exposure kindly refer to the following documents for details  amp  covid19 covid covid19 covidー19 covid19india corona coronavirus,1
"important info for surgical mask users 😷

✅ white side facing outwards if you want to protect yourself 

✅ if you have flu blue or green side facing outwards to prevent the germs from spreading outwards

covid19pakistan covid2019 coronavirusupdate",0
follow live wetherspoons reveals it has had 66 coronavirus cases in 50 pubs since reopening,1
nicola sturgeon announces that visiting other households will not be permitted in scotland from tomorrow the policy will be reviewed every three weeks follow live analysis,1
in the last 2 weeks of july 97k us children tested positive for covid 40 while some students head back to the classroom other students log on for virtual learning due to new infections among students and teachers read more,1
a photograph of former united states president barack obama with a caption saying it was taken in a chinese laboratory in wuhan barack obama anthony fauci and melinda gates visit the virus factory probably to check on the progress of coronavirus research,0
we want to preview some changes we’ll be making this week as we enter our 3rd week we never thought we’d still be doing this when we first launched this project we imagined the  would take over now we have to rebuild ourselves for sustainability,1
“we will do whatever is humanly possible to protect our care homes from this virus so they’re a place of sanctuary this winter” health secretary matt hancock announces the adult social care infection control fund will be extended get more here,1
survey 238 of americans are very concerned about access to health care during the covid19 pandemic,1
indiafightscorona in its collaborative and determined fight against covid19 india has scaled a new peak 66500 the highest number of patients have recovered and been discharged yesterday,1
a lot of that engagement appears to have been driven by brian rose and his organization london real which is behind the website that hosted plandemic 2 and has a history of airing falsehoods about covid19,0
in india tamil nadus bjp party workers distributed drugs along with covid19 relief goods,0
rt  hydroxychloroquine is recommended only for a healthcare worker who is treating a covidー19 patient secondly its rec…,1
"ground report 
now  ji please tell us what is this why they have suffer why
delhi delhifightscorona arvindkejriwal",0
the total number of confirmed cases of covid19 remains at 1210 which is the number we report to the world health organization there is no one in new zealand receiving hospitallevel care for covid19,1
